Year,LabelCity,CityNormalized,DEI,Status,Reason,BoundaryName,BoundaryGB,MatchMethod,TNTL
2018,哈尔滨,哈尔滨,55.9,matched,,哈尔滨市,156230100,unique_exact_or_prefix,109317.53968952
2018,唐山,唐山,57.3,matched,,唐山市,156130200,unique_exact_or_prefix,112848.029203841
2018,嘉兴,嘉兴,58.9,matched,,嘉兴市,156330400,unique_exact_or_prefix,106295.523709579
2018,大庆,大庆,50.4,matched,,大庆市,156230600,unique_exact_or_prefix,81392.4702859616
2018,大连,大连,69.7,matched,,大连市,156210200,unique_exact_or_prefix,92670.8722184953
2018,天津,天津,69.6,matched,,天津市,156120000,unique_exact_or_prefix,337213.451041094
2018,太原,太原,57.3,matched,,太原市,156140100,unique_exact_or_prefix,96559.0673804236
2018,威海,威海,48.3,matched,,威海市,156371000,unique_exact_or_prefix,42230.6329415901
2018,宁波,宁波,76.3,matched,,宁波市,156330200,unique_exact_or_prefix,204595.865208235
2018,宜昌,宜昌,53.1,matched,,宜昌市,156420500,unique_exact_or_prefix,28289.8151534931
2018,宝鸡,宝鸡,46.2,matched,,宝鸡市,156610300,unique_exact_or_prefix,26486.5581911036
2018,岳阳,岳阳,46.3,matched,,岳阳市,156430600,unique_exact_or_prefix,24477.0231047612
2018,常州,常州,61.7,matched,,常州市,156320400,unique_exact_or_prefix,111305.858277655
2018,平顶山,平顶山,45.1,matched,,平顶山市,156410400,unique_exact_or_prefix,33479.4387660157
2018,广州,广州,87.4,matched,,广州市,156440100,unique_exact_or_prefix,227326.255162717
2018,开封,开封,52.3,matched,,开封市,156410200,unique_exact_or_prefix,34148.2245876826
2018,徐州,徐州,55.9,matched,,徐州市,156320300,unique_exact_or_prefix,88659.81535251
2018,德州,德州,44.1,matched,,德州市,156371400,unique_exact_or_prefix,40873.90981869
2018,惠州,惠州,57.8,matched,,惠州市,156441300,unique_exact_or_prefix,100803.382456354
2018,成都,成都,86.7,matched,,成都市,156510100,unique_exact_or_prefix,269182.504962148
2018,扬州,扬州,56.3,matched,,扬州市,156321000,unique_exact_or_prefix,77574.256100664
2018,抚顺,抚顺,34.6,matched,,抚顺市,156210400,unique_exact_or_prefix,26246.3167553766
2018,拉萨,拉萨,43.7,matched,,拉萨市,156540100,unique_exact_or_prefix,17861.3918564885
2018,无锡,无锡,75.9,matched,,无锡市,156320200,unique_exact_or_prefix,166532.626216851
2018,昆明,昆明,60,matched,,昆明市,156530100,unique_exact_or_prefix,130846.891045571
2018,杭州,杭州,85.9,matched,,杭州市,156330100,unique_exact_or_prefix,202866.368393721
2018,柳州,柳州,51.8,matched,,柳州市,156450200,unique_exact_or_prefix,41433.7649915457
2018,株洲,株洲,44.2,matched,,株洲市,156430200,unique_exact_or_prefix,25270.1124165147
2018,桂林,桂林,48.5,matched,,桂林市,156450300,unique_exact_or_prefix,27735.4039907231
2018,武汉,武汉,80.9,matched,,武汉市,156420100,unique_exact_or_prefix,181219.533408117
2018,汕头,汕头,49.3,matched,,汕头市,156440500,unique_exact_or_prefix,63589.211078094
2018,江门,江门,57,matched,,江门市,156440700,unique_exact_or_prefix,67093.8608768402
2018,沈阳,沈阳,63.3,matched,,沈阳市,156210100,unique_exact_or_prefix,159456.334394075
2018,沧州,沧州,50.2,matched,,沧州市,156130900,unique_exact_or_prefix,74157.0197664326
2018,泉州,泉州,61.3,matched,,泉州市,156350500,unique_exact_or_prefix,151477.750855818
2018,泰安,泰安,37.2,matched,,泰安市,156370900,unique_exact_or_prefix,39240.9750102267
2018,泰州,泰州,56.5,matched,,泰州市,156321200,unique_exact_or_prefix,85291.4661967755
2018,洛阳,洛阳,52.1,matched,,洛阳市,156410300,unique_exact_or_prefix,58281.7050570385
2018,济南,济南,65.4,matched,,济南市,156370100,unique_exact_or_prefix,114927.028060892
2018,济宁,济宁,47.5,matched,,济宁市,156370800,unique_exact_or_prefix,63313.0890188021
2018,海口,海口,52.1,matched,,海口市,156460100,unique_exact_or_prefix,33326.3570325145
2018,淄博,淄博,53.7,matched,,淄博市,156370300,unique_exact_or_prefix,54959.8083177534
2018,深圳,深圳,88.3,matched,,深圳市,156440300,unique_exact_or_prefix,157047.728484514
2018,温州,温州,59.1,matched,,温州市,156330300,unique_exact_or_prefix,109159.276839102
2018,湖州,湖州,51.1,matched,,湖州市,156330500,unique_exact_or_prefix,66379.2552921393
2018,湛江,湛江,49.8,matched,,湛江市,156440800,unique_exact_or_prefix,40940.5444948524
2018,滨州,滨州,52.3,matched,,滨州市,156371600,unique_exact_or_prefix,57106.8446145801
2018,潍坊,潍坊,56.3,matched,,潍坊市,156370700,unique_exact_or_prefix,118516.922789383
2018,烟台,烟台,57.2,matched,,烟台市,156370600,unique_exact_or_prefix,90070.699878069
2018,牡丹江,牡丹江,45,matched,,牡丹江市,156231000,unique_exact_or_prefix,23855.3000684794
2018,珠海,珠海,59.5,matched,,珠海市,156440400,unique_exact_or_prefix,33516.7273963278
2018,盐城,盐城,55.3,matched,,盐城市,156320900,unique_exact_or_prefix,98079.0069774787
2018,石家庄,石家庄,64.4,matched,,石家庄市,156130100,unique_exact_or_prefix,92476.9722003474
2018,福州,福州,70.2,matched,,福州市,156350100,unique_exact_or_prefix,118675.975610464
2018,秦皇岛,秦皇岛,49.5,matched,,秦皇岛市,156130300,unique_exact_or_prefix,37858.1851744923
2018,绍兴,绍兴,57.6,matched,,绍兴市,156330600,unique_exact_or_prefix,84041.7503632784
2018,绵阳,绵阳,64.4,matched,,绵阳市,156510700,unique_exact_or_prefix,33920.0554571264
2018,芜湖,芜湖,44.3,matched,,芜湖市,156340200,unique_exact_or_prefix,51634.6971435668
2018,苏州,苏州,70.6,matched,,苏州市,156320500,unique_exact_or_prefix,400095.039644539
2018,茂名,茂名,41.1,matched,,茂名市,156440900,unique_exact_or_prefix,33784.6767563717
2018,衡阳,衡阳,41.9,matched,,衡阳市,156430400,unique_exact_or_prefix,20637.31353709
2018,襄阳,襄阳,46.3,matched,,襄阳市,156420600,unique_exact_or_prefix,25910.2898571533
2018,西宁,西宁,53.1,matched,,西宁市,156630100,unique_exact_or_prefix,35256.086721978
2018,西安,西安,67.2,matched,,西安市,156610100,unique_exact_or_prefix,176472.076866639
2018,许昌,许昌,48.8,matched,,许昌市,156411000,unique_exact_or_prefix,29930.1117364626
2018,贵阳,贵阳,73.8,matched,,贵阳市,156520100,unique_exact_or_prefix,71483.9530920608
2018,赣州,赣州,45,matched,,赣州市,156360700,unique_exact_or_prefix,42967.4779547607
2018,邯郸,邯郸,54.8,matched,,邯郸市,156130400,unique_exact_or_prefix,50192.6009494005
2018,郑州,郑州,68.9,matched,,郑州市,156410100,unique_exact_or_prefix,162809.466641667
2018,鄂尔多斯,鄂尔多斯,41.8,matched,,鄂尔多斯市,156150600,unique_exact_or_prefix,59958.7052271011
2018,重庆,重庆,70.1,matched,,重庆市,156500000,unique_exact_or_prefix,244056.359705715
2018,金华,金华,62.2,matched,,金华市,156330700,unique_exact_or_prefix,124513.890337313
2018,银川,银川,54.6,matched,,银川市,156640100,unique_exact_or_prefix,90332.3198258255
2018,镇江,镇江,58.6,matched,,镇江市,156321100,unique_exact_or_prefix,82666.0827859065
2018,长春,长春,53.7,matched,,长春市,156220100,unique_exact_or_prefix,144815.511202655
2018,长沙,长沙,71.9,matched,,长沙市,156430100,unique_exact_or_prefix,116985.947349013
2018,青岛,青岛,73.5,matched,,青岛市,156370200,unique_exact_or_prefix,153029.993619629
2018,鞍山,鞍山,37.5,matched,,鞍山市,156210300,unique_exact_or_prefix,48240.9568437221
2018,齐齐哈尔,齐齐哈尔,47,matched,,齐齐哈尔市,156230200,unique_exact_or_prefix,35593.9929193637
2019,上海,上海,89.8,matched,,上海市,156310000,unique_exact_or_prefix,479881.377318369
2019,东莞,东莞,66.6,matched,,东莞市,156441900,unique_exact_or_prefix,168086.062191365
2019,东营,东营,54,matched,,东营市,156370500,unique_exact_or_prefix,64417.7722757788
2019,中山,中山,57.3,matched,,中山市,156442000,unique_exact_or_prefix,71475.0884476447
2019,临沂,临沂,49.4,matched,,临沂市,156371300,unique_exact_or_prefix,96771.1037433928
2019,乌鲁木齐,乌鲁木齐,57,matched,,乌鲁木齐市,156650100,unique_exact_or_prefix,117281.551406771
2019,九江,九江,43.4,matched,,九江市,156360400,unique_exact_or_prefix,30235.3446032576
2019,佛山,佛山,70.3,matched,,佛山市,156440600,unique_exact_or_prefix,137433.567939732
2019,保定,保定,35,matched,,保定市,156130600,unique_exact_or_prefix,94106.0327112829
2019,兰州,兰州,59.5,matched,,兰州市,156620100,unique_exact_or_prefix,63025.5289781131
2019,包头,包头,53.8,matched,,包头市,156150200,unique_exact_or_prefix,50926.205874473
2019,北京,北京,89.4,matched,,北京市,156110000,unique_exact_or_prefix,426536.364677486
2019,南京,南京,71.8,matched,,南京市,156320100,unique_exact_or_prefix,193709.777598587
2019,南宁,南宁,56.1,matched,,南宁市,156450100,unique_exact_or_prefix,90576.5852731139
2019,南昌,南昌,57.6,matched,,南昌市,156360100,unique_exact_or_prefix,67593.9681942982
2019,南通,南通,63.1,matched,,南通市,156320600,unique_exact_or_prefix,139305.556780038
2019,南阳,南阳,46.8,matched,,南阳市,156411300,unique_exact_or_prefix,40548.5106502439
2019,厦门,厦门,68.6,matched,,厦门市,156350200,unique_exact_or_prefix,87025.0471045101
2019,台州,台州,58.7,matched,,台州市,156331000,unique_exact_or_prefix,93019.0445623562
2019,合肥,合肥,70.3,matched,,合肥市,156340100,unique_exact_or_prefix,163387.307225802
2019,吉林,吉林,39,matched,,吉林市,156220200,unique_exact_or_prefix,36517.7992021776
2019,周口,周口,48.9,matched,,周口市,156411600,unique_exact_or_prefix,43280.0948848032
2019,呼和浩特,呼和浩特,60.4,matched,,呼和浩特市,156150100,unique_exact_or_prefix,83640.4359514522
2019,咸阳,咸阳,56.7,matched,,咸阳市,156610400,unique_exact_or_prefix,65715.0555681509
2019,哈尔滨,哈尔滨,55.1,matched,,哈尔滨市,156230100,unique_exact_or_prefix,118318.747474907
2019,唐山,唐山,52.4,matched,,唐山市,156130200,unique_exact_or_prefix,119075.11942907
2019,嘉兴,嘉兴,60.8,matched,,嘉兴市,156330400,unique_exact_or_prefix,118068.07633213
2019,大庆,大庆,48.5,matched,,大庆市,156230600,unique_exact_or_prefix,78115.2856952967
2019,大连,大连,70,matched,,大连市,156210200,unique_exact_or_prefix,95385.8856306581
2019,天津,天津,73,matched,,天津市,156120000,unique_exact_or_prefix,342020.834195564
2019,太原,太原,57.8,matched,,太原市,156140100,unique_exact_or_prefix,114683.68358574
2019,威海,威海,52.8,matched,,威海市,156371000,unique_exact_or_prefix,49405.3558280543
2019,宁波,宁波,76.7,matched,,宁波市,156330200,unique_exact_or_prefix,214942.423639138
2019,宜昌,宜昌,54.2,matched,,宜昌市,156420500,unique_exact_or_prefix,29654.7501854756
2019,宝鸡,宝鸡,45.9,matched,,宝鸡市,156610300,unique_exact_or_prefix,27259.2654664559
2019,宿迁,宿迁,51.4,matched,,宿迁市,156321300,unique_exact_or_prefix,55552.9669646857
2019,岳阳,岳阳,47.6,matched,,岳阳市,156430600,unique_exact_or_prefix,24881.2353649995
2019,常州,常州,61.3,matched,,常州市,156320400,unique_exact_or_prefix,116276.942075751
2019,常德,常德,47.7,matched,,常德市,156430700,unique_exact_or_prefix,27983.3829287258
2019,平顶山,平顶山,44.4,matched,,平顶山市,156410400,unique_exact_or_prefix,34859.1031964246
2019,广州,广州,86.2,matched,,广州市,156440100,unique_exact_or_prefix,233869.552885372
2019,廊坊,廊坊,51.2,matched,,廊坊市,156131000,unique_exact_or_prefix,89362.0914635153
2019,开封,开封,52.1,matched,,开封市,156410200,unique_exact_or_prefix,38926.3433131185
2019,徐州,徐州,55.2,matched,,徐州市,156320300,unique_exact_or_prefix,98029.5245216898
2019,德州,德州,47.4,matched,,德州市,156371400,unique_exact_or_prefix,48891.0892704057
2019,惠州,惠州,58.7,matched,,惠州市,156441300,unique_exact_or_prefix,108846.273208649
2019,成都,成都,87,matched,,成都市,156510100,unique_exact_or_prefix,297530.541853322
2019,扬州,扬州,58.6,matched,,扬州市,156321000,unique_exact_or_prefix,82817.9628670898
2019,抚顺,抚顺,39.4,matched,,抚顺市,156210400,unique_exact_or_prefix,23711.6369169749
2019,拉萨,拉萨,48.1,matched,,拉萨市,156540100,unique_exact_or_prefix,21412.5455428755
2019,无锡,无锡,76.4,matched,,无锡市,156320200,unique_exact_or_prefix,166214.703242329
2019,昆明,昆明,60.9,matched,,昆明市,156530100,unique_exact_or_prefix,138201.491876136
2019,杭州,杭州,86.9,matched,,杭州市,156330100,unique_exact_or_prefix,210478.128422146
2019,柳州,柳州,47.8,matched,,柳州市,156450200,unique_exact_or_prefix,46494.4067409085
2019,株洲,株洲,44.8,matched,,株洲市,156430200,unique_exact_or_prefix,27601.6448622264
2019,桂林,桂林,48,matched,,桂林市,156450300,unique_exact_or_prefix,28040.7039834775
2019,榆林,榆林,48.7,matched,,榆林市,156610800,unique_exact_or_prefix,98498.1885028862
2019,武汉,武汉,78,matched,,武汉市,156420100,unique_exact_or_prefix,191401.20884174
2019,汕头,汕头,50.8,matched,,汕头市,156440500,unique_exact_or_prefix,62610.1031401237
2019,江门,江门,56.4,matched,,江门市,156440700,unique_exact_or_prefix,70777.8505496946
2019,沈阳,沈阳,62.2,matched,,沈阳市,156210100,unique_exact_or_prefix,158025.720515786
2019,沧州,沧州,50.7,matched,,沧州市,156130900,unique_exact_or_prefix,78523.0927494984
2019,泉州,泉州,61.8,matched,,泉州市,156350500,unique_exact_or_prefix,152092.342674239
2019,泰安,泰安,45.4,matched,,泰安市,156370900,unique_exact_or_prefix,47823.9632555176
2019,泰州,泰州,58.5,matched,,泰州市,156321200,unique_exact_or_prefix,88885.2116066966
2019,洛阳,洛阳,51,matched,,洛阳市,156410300,unique_exact_or_prefix,66347.6665226623
2019,济南,济南,63.7,matched,,济南市,156370100,unique_exact_or_prefix,130917.593950105
2019,济宁,济宁,50.8,matched,,济宁市,156370800,unique_exact_or_prefix,68530.4678377572
2019,海口,海口,55,matched,,海口市,156460100,unique_exact_or_prefix,33825.7159826606
2019,淄博,淄博,56.2,matched,,淄博市,156370300,unique_exact_or_prefix,63976.9664169915
2019,淮安,淮安,41.7,matched,,淮安市,156320800,unique_exact_or_prefix,62291.763602483
2019,深圳,深圳,89.2,matched,,深圳市,156440300,unique_exact_or_prefix,166866.421332012
2019,温州,温州,61.4,matched,,温州市,156330300,unique_exact_or_prefix,113443.985672509
2019,湖州,湖州,53.9,matched,,湖州市,156330500,unique_exact_or_prefix,72417.5359154239
2019,湛江,湛江,51.9,matched,,湛江市,156440800,unique_exact_or_prefix,44496.8527252038
2019,滨州,滨州,55.2,matched,,滨州市,156371600,unique_exact_or_prefix,57190.9717572137
2019,漳州,漳州,56,matched,,漳州市,156350600,unique_exact_or_prefix,86916.2151947802
2019,潍坊,潍坊,58.1,matched,,潍坊市,156370700,unique_exact_or_prefix,118606.29837204
2019,烟台,烟台,62.4,matched,,烟台市,156370600,unique_exact_or_prefix,89798.8043142333
2019,牡丹江,牡丹江,45.2,matched,,牡丹江市,156231000,unique_exact_or_prefix,22395.5779480289
2019,珠海,珠海,62.5,matched,,珠海市,156440400,unique_exact_or_prefix,35155.2337708286
2019,盐城,盐城,57,matched,,盐城市,156320900,unique_exact_or_prefix,104630.477501717
2019,石家庄,石家庄,64.1,matched,,石家庄市,156130100,unique_exact_or_prefix,114079.078256421
2019,福州,福州,71.5,matched,,福州市,156350100,unique_exact_or_prefix,120517.346497348
2019,秦皇岛,秦皇岛,47.9,matched,,秦皇岛市,156130300,unique_exact_or_prefix,38256.1149115263
2019,绍兴,绍兴,59,matched,,绍兴市,156330600,unique_exact_or_prefix,87634.3955404721
2019,绵阳,绵阳,62.7,matched,,绵阳市,156510700,unique_exact_or_prefix,35253.2712408921
2019,聊城,聊城,35.4,matched,,聊城市,156371500,unique_exact_or_prefix,47432.0010468525
2019,芜湖,芜湖,50.5,matched,,芜湖市,156340200,unique_exact_or_prefix,50529.5877020125
2019,苏州,苏州,72.5,matched,,苏州市,156320500,unique_exact_or_prefix,392800.672476983
2019,茂名,茂名,45.3,matched,,茂名市,156440900,unique_exact_or_prefix,38320.5106190195
2019,菏泽,菏泽,49.2,matched,,菏泽市,156371700,unique_exact_or_prefix,59980.582414068
2019,衡阳,衡阳,45.9,matched,,衡阳市,156430400,unique_exact_or_prefix,21057.3481773736
2019,襄阳,襄阳,47.7,matched,,襄阳市,156420600,unique_exact_or_prefix,28066.2086932374
2019,西宁,西宁,54.4,matched,,西宁市,156630100,unique_exact_or_prefix,34989.7809377203
2019,西安,西安,62.8,matched,,西安市,156610100,unique_exact_or_prefix,191044.510379311
2019,许昌,许昌,47.7,matched,,许昌市,156411000,unique_exact_or_prefix,33134.7473373184
2019,贵阳,贵阳,73.2,matched,,贵阳市,156520100,unique_exact_or_prefix,76361.3095053762
2019,赣州,赣州,45.1,matched,,赣州市,156360700,unique_exact_or_prefix,44832.0005531577
2019,连云港,连云港,54,matched,,连云港市,156320700,unique_exact_or_prefix,54236.315777177
2019,遵义,遵义,51.3,matched,,遵义市,156520300,unique_exact_or_prefix,50593.5614768739
2019,邯郸,邯郸,52.8,matched,,邯郸市,156130400,unique_exact_or_prefix,59572.3301201722
2019,郑州,郑州,71.9,matched,,郑州市,156410100,unique_exact_or_prefix,179834.969688238
2019,鄂尔多斯,鄂尔多斯,45.8,matched,,鄂尔多斯市,156150600,unique_exact_or_prefix,71513.7741748726
2019,重庆,重庆,75.4,matched,,重庆市,156500000,unique_exact_or_prefix,250757.734865446
2019,金华,金华,62.5,matched,,金华市,156330700,unique_exact_or_prefix,132565.372338196
2019,银川,银川,56.4,matched,,银川市,156640100,unique_exact_or_prefix,83604.8808544617
2019,镇江,镇江,61.4,matched,,镇江市,156321100,unique_exact_or_prefix,79729.9316262269
2019,长春,长春,56.2,matched,,长春市,156220100,unique_exact_or_prefix,161842.922297955
2019,长沙,长沙,68.1,matched,,长沙市,156430100,unique_exact_or_prefix,128169.178588604
2019,青岛,青岛,71.3,matched,,青岛市,156370200,unique_exact_or_prefix,157032.171130399
2019,鞍山,鞍山,44.7,matched,,鞍山市,156210300,unique_exact_or_prefix,44167.6613300473
2019,齐齐哈尔,齐齐哈尔,46.6,matched,,齐齐哈尔市,156230200,unique_exact_or_prefix,35735.9744551976
2020,三门峡,三门峡,39.8,matched,,三门峡市,156411200,unique_exact_or_prefix,16932.711121094
2020,上海,上海,90.5,matched,,上海市,156310000,unique_exact_or_prefix,490023.819112615
2020,上饶,上饶,43.1,matched,,上饶市,156361100,unique_exact_or_prefix,26278.2346103603
2020,东莞,东莞,71.1,matched,,东莞市,156441900,unique_exact_or_prefix,187291.992401957
2020,东营,东营,58.7,matched,,东营市,156370500,unique_exact_or_prefix,65186.035751562
2020,中山,中山,62,matched,,中山市,156442000,unique_exact_or_prefix,73405.3767046718
2020,临汾,临汾,38,matched,,临汾市,156141000,unique_exact_or_prefix,34796.2287144437
2020,临沂,临沂,57.2,matched,,临沂市,156371300,unique_exact_or_prefix,114182.366618184
2020,丽水,丽水,41.6,matched,,丽水市,156331100,unique_exact_or_prefix,28486.9777182831
2020,乌鲁木齐,乌鲁木齐,61.8,matched,,乌鲁木齐市,156650100,unique_exact_or_prefix,106753.274633892
2020,乐山,乐山,40.6,matched,,乐山市,156511100,unique_exact_or_prefix,21034.5029442352
2020,九江,九江,49.8,matched,,九江市,156360400,unique_exact_or_prefix,33770.8440530679
2020,亳州,亳州,39.7,matched,,亳州市,156341600,unique_exact_or_prefix,41746.5060618349
2020,伊犁,伊犁,32.5,matched,,伊犁哈萨克自治州,156654000,unique_exact_or_prefix,41307.8960715299
2020,佛山,佛山,72.4,matched,,佛山市,156440600,unique_exact_or_prefix,144262.244276538
2020,保定,保定,48.7,matched,,保定市,156130600,unique_exact_or_prefix,108822.802516504
2020,信阳,信阳,45.3,matched,,信阳市,156411500,unique_exact_or_prefix,26255.2990390759
2020,克拉玛依,克拉玛依,45.2,matched,,克拉玛依市,156650200,unique_exact_or_prefix,48052.9992735358
2020,六安,六安,39.8,matched,,六安市,156341500,unique_exact_or_prefix,45117.7594572357
2020,六盘水,六盘水,36.8,matched,,六盘水市,156520200,unique_exact_or_prefix,18944.6127127788
2020,兰州,兰州,64.4,matched,,兰州市,156620100,unique_exact_or_prefix,57530.5502055449
2020,内江,内江,37.1,matched,,内江市,156511000,unique_exact_or_prefix,20816.1137753865
2020,凉山,凉山,36.3,matched,,凉山彝族自治州,156513400,unique_exact_or_prefix,19131.8144061079
2020,包头,包头,58.2,matched,,包头市,156150200,unique_exact_or_prefix,49516.2531820638
2020,北京,北京,89.4,matched,,北京市,156110000,unique_exact_or_prefix,435974.274456043
2020,北海,北海,50.7,matched,,北海市,156450500,unique_exact_or_prefix,18322.5495135653
2020,十堰,十堰,43.3,matched,,十堰市,156420300,unique_exact_or_prefix,15412.8056330606
2020,南京,南京,76.1,matched,,南京市,156320100,unique_exact_or_prefix,208539.345319515
2020,南充,南充,44.7,matched,,南充市,156511300,unique_exact_or_prefix,48904.0054384765
2020,南宁,南宁,61.5,matched,,南宁市,156450100,unique_exact_or_prefix,91717.7077858784
2020,南昌,南昌,64.4,matched,,南昌市,156360100,unique_exact_or_prefix,76293.0226113997
2020,南通,南通,68.1,matched,,南通市,156320600,unique_exact_or_prefix,151191.003669598
2020,南阳,南阳,51.7,matched,,南阳市,156411300,unique_exact_or_prefix,47282.9651715545
2020,厦门,厦门,70.8,matched,,厦门市,156350200,unique_exact_or_prefix,87006.9500034057
2020,台州,台州,63.7,matched,,台州市,156331000,unique_exact_or_prefix,98949.7062261404
2020,合肥,合肥,72.1,matched,,合肥市,156340100,unique_exact_or_prefix,171103.815159417
2020,吉安,吉安,43.1,matched,,吉安市,156360800,unique_exact_or_prefix,18006.6879040769
